contract_id,station_number,status,bike_stands,bonus,banking,position,address,station_name
2,11017,1,46,0,1,"48.8541760404/2.39609349532","FACE 77 BOULEVARD DE CHARONNE - 75011 PARIS","11017 - ALEXANDRE DUMAS"
2,14111,1,24,0,1,"48.8375492922/2.33598303047","16 RUE CASSINI 75014 PARIS","14111 - DENFERT-ROCHEREAU CASSINI"
2,11032,1,48,0,1,"48.8679379631/2.37788551568","81 BIS RUE JP TIMBAUD - 75011 PARIS","11032 - METALLOS"
2,21113,1,25,0,1,"48.8993483538/2.29662648341","2 RUE PETIT - 92110 CLICHY","21113 - PETIT (CLICHY)"
2,11044,1,23,0,1,"48.8634319896/2.37120861796","FACE 104 BOULEVARD RICHARD LENOIR - 75011 PARIS","11044 - RICHARD LENOIR VOLTAIRE NORD"
2,20133,1,27,0,1,"48.8535286859/2.40961536278","2 RUE DES RASSELINS - 75020 PARIS","20133 - RASSELINS"
2,13047,1,49,0,1,"48.8226328422/2.37773843366","1 AVENUE BOUTROUX - 75013 PARIS","13047 - BOUTROUX VITRY"
2,34009,1,26,0,1,"48.9052696294/2.32217124869","RUE DORA MAAR / GARE RER - 93400 SAINT OUEN","34009 - MAAR (SAINT OUEN)"
2,3007,1,28,0,1,"48.8624012119/2.35944703195","67 RUE DES ARCHIVES - 75003 PARIS","03007 - ARCHIVES PASTOURELLE"
2,905,1,20,0,1,"48.863147/2.316318","BERGES DE SEINE, BAS DE LA BRETELLE AVAL CONCORDE - 75007 PARIS","00905 - CONCORDE/BERGES DE SEINE (STATION MOBILE)"
2,15115,1,48,0,1,"48.8413252598/2.31829155159","25-31 BOULEVARD DE VAUGIRARD - 75015 PARIS","15115 - VAUGIRARD"
2,35006,1,22,0,1,"48.8963319317/2.40908765273","FACE AU 23 RUE DELIZY - 93500 PANTIN","35006 - DELIZY (PANTIN)"
2,4107,1,18,0,1,"48.8555013577/2.36842906993","27 BOULEVARD BEAUMARCHAIS - 75004 PARIS","04107 - BEAUMARCHAIS"
2,17050,1,17,1,1,"48.8831039046/2.32383474909","1 RUE DES BATIGNOLLES - 75017 PARIS","17050 - BATIGNOLLES"
2,5013,1,20,1,1,"48.8425479497/2.34459664993","13 RUE ERASME - 75005 PARIS","05013 - ULM ERASME"
2,13001,1,18,0,1,"48.837727921/2.34466404343","51 BOULEVARD PORT ROYAL - 75013 PARIS","13001 - PORT ROYAL"
2,4103,1,25,0,1,"48.8572037877/2.35397627362","1 RUE DES ARCHIVES - 75004 PARIS","04103 - HOTEL DE VILLE"
2,21013,1,21,0,1,"48.8258469347/2.24882139109","4 AVENUE PIERRE GRENIER - 92100 BOULOGNE-BILLANCOURT","21013 - GRENIER (BOULOGNE-BILLANCOURT)"
2,21703,1,24,0,1,"48.8210499235/2.29130063072","5-7 AVENUE MARCEL MARTINIE - 92170 VANVES","21703 - MARTINIE (VANVES)"
2,2101,1,33,0,1,"48.8660671501/2.3454636527","14 RUE BACHAUMONT - 75002 PARIS","02101 - BACHAUMONT"
2,7004,1,36,0,1,"48.8532616686/2.32631980638","FACE 28 BOULEVARD RASPAIL - 75007 PARIS","07004 - RASPAIL VARENNE"
2,9008,1,17,0,1,"48.8791617778/2.34369843072","24 RUE D'AUVERGNE - 75009 PARIS","09008 - TOUR D'AUVERGNE"
2,43007,1,25,0,1,"48.8482577527/2.43989289939","4 AVENUE VORGES - 94300 VINCENNES","43007 - VORGES (VINCENNES)"
2,12006,1,52,0,1,"48.8439658/2.3703793","76-68 QUAI DE LA RAPEE - 75012 PARIS","12006 - QUAI DE LA RAPEE - GARE DE LYON"
2,15105,1,24,0,1,"48.8527667435/2.29787643147","84 RUE DE LA FEDERATION - 75015 PARIS","15105 - SUFFREN FÉDÉRATION"
2,10024,1,18,0,1,"48.8718258899/2.37220322486","2 RUE DU BUISSON SAINT LOUIS - 75010 PARIS","10024 - BUISSON SAINT LOUIS"
2,32008,1,35,0,1,"48.906023/2.366039","204 RUE DES FILLETTES - 93300 AUBERVILLIERS","32008 - EMGP-GARDINOUX (AUBERVILLIERS/ST-DENIS)"
2,7009,1,62,0,1,"48.8613738909/2.3201312769","FACE 119 RUE DE LILLE - 75007 PARIS","07009 - ASSEMBLEE NATIONALE"
2,1015,1,20,0,1,"48.8639796552/2.33559960389","2 PLACE ANDRE MALRAUX - 75001 PARIS","01015 - PLACE ANDRE MALRAUX"
2,17002,1,37,1,1,"48.8879013455/2.32440044544","4 RUE DE LA CONDAMINE - 75017 PARIS","17002 - LA FOURCHE RUE DE LA CONDAMINE"
2,18030,1,38,0,1,"48.8937342775/2.3475179666","1 RUE JOSEPH DIJON - 75018 PARIS","18030 - SIMPLON"
2,32605,1,22,1,1,"48.8821730942/2.42327263606","1 ALLEE DES HORTENSIAS - 93260 LES LILAS","32605 - HORTENSIAS (LES LILAS)"
2,43005,1,49,0,1,"48.8475504363/2.43343260792","18 AVENUE AUBERT - 94300 VINCENNES","43005 - AUBERT (VINCENNES)"
2,13045,1,20,0,1,"48.8278380326/2.37053056386","FACE 1 RUE JEAN COLLY - 75013 PARIS","13045 - TOLBIAC ALBERT"
2,2012,1,42,0,1,"48.869969734/2.33603945554","10 RUE DE CHOISEUL - 75002 PARIS","02012 - QUATRE SEPTEMBRE"
2,15069,1,46,0,1,"48.841249336/2.28838660085","41 AVENUE FELIX FAURE - 75015 PARIS","15069 - BOUCICAUT FAURE"
2,5027,1,40,0,1,"48.8371260386/2.35143332977","22 AVENUE DES GOBELINS - 75005 PARIS","05027 - GOBELINS"
2,35003,1,20,0,1,"48.902691618/2.39325582933","ANGLE RUE GENERAL GOSSERAND ET AVENUE EDOUARD VAILLANT - 93500 PANTIN","35003 - VAILLANT (PANTIN)"
2,20116,1,22,0,1,"48.8538689677/2.40242616224","53 RUE DES HAIES - 75020 PARIS","20116 - HAIES REUNION"
2,15037,1,47,0,1,"48.8404161884/2.29546490652","202 RUE LECOURBE - 75015 PARIS","15037 - GROULT"
2,21106,1,25,0,1,"48.9006603494/2.30856953503","2-4 RUE MORICE - 92110 CLICHY","21106 - MORICE 2 (CLICHY)"
2,8055,1,29,0,1,"48.8781888764/2.29929600386","87 BD COURCELLES - 75008 PARIS","08055 - TERNES COURCELLES"
2,19111,1,40,0,1,"48.8972395464/2.37504277378","Parvis Nord Gare RER E ROSA PARKS - 75019 PARIS","19111 - ROSA PARKS – GARE RER E"
2,15030,1,33,0,1,"48.8480457863/2.2843806337","66 RUE EMERIAU - 75015 PARIS","15030 - LINOIS"
2,8549,1,24,0,0,"48.8704091351/2.30112319174","39 AVENUE GEORGE V - 75008 PARIS","08549 - PLACE DUNANT"
2,21501,1,51,0,1,"48.8675658061/2.22599848496","RUE DE SAINT CLOUD / BOULEVARD HENRI SELLIER - 92150 SURESNES","21501 - SELLIER (SURESNES)"
2,43001,1,22,0,1,"48.8463380539/2.42024734047","168 AVENUE DE PARIS - 94300 VINCENNES","43001 - PARIS 1 (VINCENNES)"
2,44101,1,48,0,1,"48.8150500062/2.45923941481","PLACE MONTGOLFIER - 94410 SAINT MAURICE","44101 - PLACE MONGOLFIER (SAINT MAURICE)"
2,8105,1,31,0,1,"48.8695179793/2.30242621884","56 RUE FRANCOIS 1ER - 75008 PARIS","08105 - FRANCOIS 1ER LINCOLN"
2,16042,1,56,0,1,"48.83755526/2.25797257271","120 BOULEVARD MURAT - 75016 PARIS","16042 - PORTE DE SAINT CLOUD"
2,18022,1,47,0,1,"48.890451121/2.34905739297","57 RUE MARCADET - 75018 PARIS","18022 - BARBES MARCADET"
2,21101,1,25,0,1,"48.9024924515/2.29784000737","4 RUE DE VALITON - 92110 CLICHY","21101 - VALITON (CLICHY)"
2,17004,1,22,0,1,"48.8889616186/2.32252897509","130 RUE LEGENDRE - 75017 PARIS","17004 - LEGENDRE AVENUE DE CLICHY"
2,9104,1,23,0,1,"48.874505246/2.32847426087","52 RUE DE CAUMARTIN - 75009 PARIS","9104 - CAUMARTIN PROVENCE"
2,18005,1,17,1,1,"48.8841632665/2.34187980231","8 RUE TARDIEU - 75018 PARIS","18005 - TARDIEU"
2,15107,1,43,0,1,"48.8335736182/2.28548042092","42 BOULEVARD VICTOR - 75015 PARIS","15107 -  PALAIS DES SPORTS"
2,33104,1,30,1,1,"48.8836202338/2.40324031837","RUE ANDRE JOINEAU / PLACE ANATOLE FRANCE - 93310 LE PRE SAINT GERVAIS","33104 - JOINEAU (PRE SAINT GERVAIS)"
2,13022,1,36,1,1,"48.8275643799/2.34906350669","27 ET 36 RUE DE LA BUTTE AUX CAILLES - 75013 PARIS","13022 - BUTTE AUX CAILLES"
2,20018,1,36,0,1,"48.8586216694/2.40994255388","2 RUE HARPIGNIES- 75020 PARIS","20018 - HARPIGNIES"
2,8002,1,46,0,1,"48.87572/2.32668","Cour du Havre - Face au 2, rue d'Amsterdam - 75008 PARIS","08002 - GARE SAINT LAZARE - COUR DU HAVRE"
2,11042,1,47,0,1,"48.8646494199/2.36926143826","1 RUE DU GRAND PRIEURE - 75011 PARIS","11042 - OBERKAMPF"
2,15047,1,52,0,1,"48.8331797706/2.2992826416","FACE AU 37 RUE MORILLONS - 75015 PARIS","15047 - DANTZIG"
2,13121,1,20,0,1,"48.8249528729/2.38858067885","5 RUE BRUNESEAU - 75013 PARIS","13121 - BRUNESEAU - QUAI D'IVRY"
2,7001,1,45,0,1,"48.8477698568/2.31618388673","63 BOULEVARD DES INVALIDES - 75007 PARIS","07001 - DUROC"
2,8057,1,33,0,1,"48.8749447581/2.2974385772","62 AVENUE HOCHE - 75008 PARIS","08057 - HOCHE"
2,20019,1,30,1,1,"48.877336/2.408573","PLACE DU MARQUIS DU VERCORS - 75020 PARIS","20019 - MAQUIS DU VERCORS - PORTE DES LILAS"
2,11111,1,18,0,1,"48.8549638003/2.38721708537","31 RUE LEON FROT - 75011 PARIS","11111 - CHARONNE FROT"
2,8026,1,13,0,1,"48.8754572002/2.31546549458","2 AVENUE MESSINE - 75008 PARIS","08026 - MESSINE"
2,9002,1,15,0,1,"48.8792233706/2.34914749354","19 RUE D'ABBEVILLE - 75009 PARIS","09002 - MAUBEUGE CONDORCET"
2,10009,1,17,0,1,"48.8720836089/2.35766368562","FACE 14 RUE HITTORFF - 75010 PARIS","10009 - HITTORFF"
2,12038,1,39,0,1,"48.8399887889/2.40052566855","FACE 12 BOULEVARD PICPUS - 75012 PARIS","12038 - BEL AIR"
2,14036,1,43,0,1,"48.834390797/2.32930394655","14 RUE BOULARD - 75014 PARIS","14036 - BOULARD DAGUERRE"
2,17005,1,35,0,1,"48.8903299891/2.31973055993","43 RUE BROCHANT - 75017 PARIS","17005 - BROCHANT"
2,10111,1,21,0,1,"48.8734627987/2.36403505925","100 QUAI DE JEMMAPES - 75010 PARIS","10111 - JEMMAPES"
2,19109,1,19,0,1,"48.8862334174/2.3688563905","27 RUE DE TANGER - 75019 PARIS","19109 - PLACE DU MAROC"
2,8048,1,20,0,1,"48.8688517082/2.2985140488","45 AVENUE MARCEAU - 75008 PARIS","08048 - MARCEAU"
2,9108,1,33,0,1,"48.877890015/2.34478560299","25 RUE DE ROCHECHOUART - 75009 PARIS","09108 - ROCHECHOUART MAUBEUGE"
2,13009,1,25,0,1,"48.8299837107/2.35040358782","46 BOULEVARD AUGUSTE BLANQUI - 75013 PARIS","13009 - BLANQUI CORVISART"
2,12106,1,69,0,1,"48.8439491758/2.37908134343","3 RUE ROLAND BARTHES - 75012 PARIS","12106 - BARTHES TROYES"
2,19125,1,30,0,1,"48.8887900268/2.37850015614","PLACE LEDIT DE NANTES - 75019 PARIS","19125 - LEDIT DE NANTES"
2,8016,1,39,0,1,"48.873204401/2.32365883074","DEV 32 RUE PASQUIER - 75008 PARIS","08016 - SQUARE LOUIS XVI"
2,15025,1,48,0,1,"48.8514541821/2.29671030093","26 RUE DUPLEIX - 75015 PARIS","15025 - AMETTE"
2,5031,1,55,0,1,"48.8436748454/2.35461598268","2 RUE LACEPEDE - 75005 PARIS","05031 - LACEPEDE"
2,15033,1,48,0,1,"48.8447903903/2.29054156015","5 PLACE VIOLET - 75015 PARIS","15033 - VIOLET"
2,19035,1,21,0,1,"48.8857332999/2.39784641538","RUE SIGMUND FREUD / PORTE CHAUMONT - 75019 PARIS","19035 - PORTE CHAUMONT"
2,17033,1,32,1,1,"48.8755384211/2.29373210017","8 AVENUE CARNOT - 75017 PARIS","17033 - CARNOT"
2,20035,1,26,1,1,"48.8694128912/2.39503998122","262 RUE DES PYRENEES - 75020 PARIS","20035 - PYRENEES"
2,19009,1,30,0,1,"48.8965490598/2.38464964402","28BIS AVENUE CORENTIN CARIOU - 75019 PARIS","19009 - CITE DES SCIENCES"
2,17044,1,42,0,1,"48.8979224085/2.32851451022","1 AVENUE DE LA PORTE DE SAINT OUEN - 75017 PARIS","17044 - PORTE DE SAINT OUEN"
2,12021,1,50,0,1,"48.8443731937/2.41097245167","1 - 3  et 5 avenue Courteline (angle boulevard Soult) - 75012 PARIS","12021 - COURTELINE"
2,3009,1,18,0,1,"48.8615811577/2.35660934144","76 RUE DU TEMPLE - 75003 PARIS","03009 - TEMPLE 113"
2,3004,1,18,0,1,"48.86707/2.36351","19 PLACE DE LA REPUBLIQUE - 75003 PARIS","03004 - REPUBLIQUE 23"
2,19105,1,17,0,1,"48.8836592109/2.39571950819","FACE 1 AVENUE AMBROISE RENDU - 75019 PARIS","19105 - PORTE BRUNET"
2,15108,1,23,0,1,"48.844974/2.287283","84 RUE DE LOURMEL - 75015 PARIS","15108 - LOURMEL - MARIE SKOBTSOV"
2,14104,1,22,0,1,"48.833139/2.317377","4 RUE BOYER BARRET - 75014 PARIS","14104 - LOSSERAND BOYER-BARRET"
2,11004,1,32,0,1,"48.85225529/2.37402723561","3 RUE DE CHARONNE - 75011 PARIS","11004 - CHARONNE SAINT ANTOINE"
2,19106,1,30,0,1,"48.90162/2.37267","35, rue de la Gare - 75019 PARIS","19106 - GARE EMGP"
2,13010,1,40,1,1,"48.8315826438/2.35670842076","FACE 11 PLACE D'ITALIE - 75013 PARIS","13010 - PLACE D ITALIE AURIOL"
2,17107,1,36,0,1,"48.8859131283/2.29323415107","182 BOULEVARD BERTHIER - 75017 PARIS","17107 - BERTHIER STUART MERRIL"
2,42503,1,30,0,1,"48.8127462/2.3316847","71 AVENUE VLADIMIR LITCH LENINE - 94110 ARCUEIL","42503 - LENINE (ARCUEIL/GENTILLY)"
2,13151,1,55,0,1,"48.84151/2.36543","GARE D'AUSTERLITZ - 75013 PARIS","13151 - GARE D'AUSTERLITZ"
2,3003,1,32,0,1,"48.862132235/2.36495138689","4 RUE DES FILLES DU CALVAIRE - 75003 PARIS","03003 - TURENNE BRETAGNE"
2,13046,1,44,0,1,"48.8257129035/2.37504430009","10 RUE EUGENE OUDINE - 75013 PARIS","13046 - OUDINE PATAY"
2,20023,1,15,1,1,"48.8650008185/2.40398083638","44 RUE PELLEPORT - 75020 PARIS","20023 - PELLEPORT BELGRAND"
2,13111,1,54,0,1,"48.8185744158/2.35326018374","RUE DE LA POTERNE DES PEUPLIERS - 75013 PARIS","13111 - CIMETIERE DE GENTILLY"
2,42008,1,25,0,1,"48.8142062848/2.38420701356","128 AVENUE DANIEL CASANOVA - 94200 IVRY","42008 - CASANOVA (IVRY)"
2,12041,1,58,0,1,"48.8336548528/2.41346357649","AVENUE DAUMESNIL - 75012 PARIS","12041 - BOIS DE VINCENNES"
2,23010,1,25,0,1,"48.891962329/2.28420499011","47 RUE VOLTAIRE - 92300 LEVALLOIS-PERRET","23010 - VOLTAIRE (LEVALLOIS)"
2,12026,1,36,0,1,"48.837721459/2.38221733705","61 RUE DE BERCY - 75012 PARIS","12026 - PARC DE BERCY"
2,12012,1,21,0,1,"48.8472963106/2.38570767222","71 BOULEVARD DIDEROT - 75012 PARIS","12012 - REUILLY DIDEROT"
2,10014,1,56,0,1,"48.871662662/2.36393331138","14 RUE DE MARSEILLE - 75010 PARIS","10014 - BEAUREPAIRE"
2,18113,1,22,1,1,"48.887573071/2.33432733642","70 - 72 RUE LEPIC - 75018 PARIS","18113 - LEPIC"
2,33102,1,18,1,1,"48.8865269833/2.40746868939","RUE GABRIEL PERI ANGLE AVENUE JAURES - 93310 LE PRE SAINT GERVAIS","33102 - JAURES 1 (PRE SAINT GERVAIS)"
2,19026,1,16,1,1,"48.8819531724/2.39249621665","53 RUE MIGUEL HIDALGO - 75019 PARIS","19026 - DANUBE"
2,17028,1,36,0,1,"48.8888000206/2.29631993184","34 BOULEVARD DE REIMS - 75017 PARIS","17028 - PORTE DE COURCELLE"
2,17030,1,23,0,1,"48.8836391539/2.29515206745","143 BOULEVARD DE PEREIRE - 75017 PARIS","17030 - RENNEQUIN PEREIRE"
2,10017,1,13,0,1,"48.8745750368/2.3567967652","1 RUE DE LA FIDELITE - 75010 PARIS","10017 - GARE DE L'EST SAINT LAURENT"
2,15103,1,49,0,1,"48.8434172324/2.27510833206","01 RUE CAUCHY - 75015 PARIS","15103 - SQUARE DES CÉVENNES"
2,19025,1,17,1,1,"48.8795614522/2.38896041078","FACE 80 RUE BOTZARIS - 75019 PARIS","19025 - BOTZARIS"
2,2107,1,16,0,1,"48.8700006172/2.34899551805","11 RUE THOREL - 75002 PARIS","02107 - THOREL"
2,12128,1,33,0,1,"48.82256/2.45877","Pyramide  (proche rond-point Route de la Ferme) - 75012 PARIS","12128 - ROUTE DE LA PYRAMIDE- ECOLE DU BREUIL"
2,20025,1,24,1,1,"48.8653941647/2.39781447531","13 RUE DES GATINES - 75020 PARIS","20025 - GAMBETTA GATINES"
2,19123,1,33,0,1,"48.89106/2.3865","7 QUAI DE METZ - 75019 PARIS","19123 - QUAI DE METZ"
2,14035,1,48,1,1,"48.8378836278/2.32255164002","90 AVENUE DU MAINE - 75014 PARIS","14035 - MAINE GAITE"
2,20039,1,48,0,1,"48.8689406429/2.3812826011","44 BOULEVARD DE BELLEVILLE - 75020 PARIS","20039 - COURONNES"
2,16010,1,23,1,1,"48.8658554964/2.28285990898","4 RUE DES BELLES FEUILLES - 75016 PARIS","16010 - BELLES FEUILLES"
2,42702,1,20,1,1,"48.8104774996/2.35817289646","73 RUE DU GENERAL LECLERC - 94270 LE KREMELIN BICETRE","42702 - LECLERC (KREMLIN BICETRE)"
2,14110,1,24,0,1,"48.8277462661/2.32071409809","89 RUE DE L'ABBE CARTON - 75014 PARIS","14110 - ABBE CARTON"
2,10152,1,25,0,1,"48.8790493108/2.35415909596","3 BOULEVARD DE DENAIN - 75010 PARIS","10152 - GARE DU NORD 2"
2,14107,1,33,0,1,"48.8234163005/2.32293685711","2 AVENUE DE LA PORTE DE MONTROUGE - 75014 PARIS","14107 - PORTE DE MONTROUGE 2"
2,15031,1,53,0,1,"48.8481703414/2.28990664646","60 RUE DU THEATRE - 75015 PARIS","15031 - THEATRE"
2,11010,1,41,0,1,"48.8492592621/2.39175461419","1 RUE DES BOULETS - 75011 PARIS","11010 - ST ANTOINE GONNET"
2,7021,1,50,0,1,"48.8586517095/2.30371658023","37 AVENUE BOSQUET - 75007 PARIS","07021 - BOSQUET SAINT DOMINIQUE"
2,16005,1,25,0,1,"48.8703061244/2.28507454142","89 AVENUE RAYMOND POINCARE - 75016 PARIS","16005 - POINCARE VICTOR HUGO"
2,13055,1,61,0,1,"48.8285952839/2.38022060627","18 RUE MARIE ANDREE LAGROUA - 75013 PARIS","13055 - LAGROUA"
2,20121,1,18,1,1,"48.8689101274/2.39202048929","27 RUE BOYER - 75020 PARIS","20121 - MENILMONTANT BOYER"
2,19011,1,47,0,1,"48.89338005/2.3849997569","2 RUE ROUVET - 75019 PARIS","19011 - ROUVET DAMPIERRE"
2,15057,1,38,0,1,"48.83654/2.27414","face au 4 rue Lucien Bossoutrot angle Bd Martial Valin - 75015 PARIS","15057 - BOSSOUTROT - MARTIAL VALIN"
2,22101,1,50,0,1,"48.843126206/2.22218923568","GARE ROUTIERE - ARRET TRAM - 92210 SAINT CLOUD","22101 - GARE ROUTIERE ( SAINT CLOUD)"
2,17001,1,45,0,1,"48.892822963/2.32680348983","RUE GUY MOQUET - 75017 PARIS","17001 - GUY MOQUET"
2,1010,1,25,0,1,"48.8594623892/2.34436612845","10 RUE BOUCHER - 75001 PARIS","01010 - PONT NEUF"
2,17016,1,21,0,1,"48.8881869858/2.31686114315","3 RUE BROCHANT - 75017 PARIS","17016 - BROCHANT"
2,11002,1,23,0,1,"48.8551062954/2.37342454193","37 RUE DE LA ROQUETTE - 75011 PARIS","11002 - ROQUETTE THIERE"
2,8004,1,64,0,1,"48.8704218834/2.32328899479","FACE 4 BD MALESHERBES - 75008 PARIS","08004 - MALESHERBES PASQUIER"
2,20113,1,21,1,1,"48.8719562664/2.38498139028","30 RUE PIAT - 75020 PARIS","20113 - PARC DE BELLEVILLE"
2,10036,1,29,0,1,"48.8838432657/2.36711064403","80 RUE DE L'AQUEDUC - 75010 PARIS","10036 - AQUEDUC"
2,42207,1,28,0,1,"48.8266572063/2.40587672301","136 RUE DE PARIS - 94220 CHARENTON","42207 - PARIS 3 (CHARENTON)"
2,12028,1,27,0,1,"48.8419236633/2.38972897947","42 ALLEE VIVALDI - 75012 PARIS","12028 - VIVALDI"
2,16101,1,34,0,1,"48.8766926874/2.28345759338","161 AVENUE MALAKOFF - 75016 PARIS","16101 - MALAKOFF"
2,10114,1,59,0,1,"48.8747949948/2.36666943698","12 BIS RUE DE LA GRANGE AUX BELLES - 75010 PARIS","10114 - HOPITAL SAINT LOUIS"
2,6021,1,19,0,1,"48.8564374097/2.33479762295","17 RUE DES BEAUX ARTS - 75006 PARIS","06021 - BONAPARTE BEAUX ARTS"
2,16031,1,20,0,1,"48.8561507434/2.27518841467","51 RUE DES VIGNES - 75016 PARIS","16031 - BOULAINVILLIERS"
2,16103,1,21,0,1,"48.872799156/2.29150817943","3 RUE TRAKTIR - 75016 PARIS","16103 - TRAKTIR"
2,8030,1,35,0,1,"48.8672932362/2.30769160565","25 RUE BAYARD - 75008 PARIS","08030 - MONTAIGNE"
2,4105,1,36,0,1,"48.8499600353/2.36323986872","17 BOULEVARD DU MORLAND - 75004 PARIS","04105 - MORLAND"
2,12120,1,50,0,1,"48.827725237/2.41827234237","ROUTE DE LA CEINTURE DU LAC DAUMESNIL - 75012 PARIS","12120 - CONSERVATION"
2,41302,1,50,0,1,"48.8364811292/2.47946426871","FACE AU 60 AVENUE CHARLES DE GAULLES - 94130 NOGENT SUR MARNE","41302 - CHARLES DE GAULLE (NOGENT)"
2,9030,1,44,0,1,"48.8751858642/2.33203631337","79 RUE DE LA VICTOIRE - 75009 PARIS","09030 - VICTOIR CHAUSSEE D ANTIN"
2,18017,1,38,1,1,"48.889677905/2.33817871443","93 RUE CAULAINCOURT - 75018 PARIS","18017 - PECQUEUR"
2,18107,1,33,0,1,"48.884706864/2.35358041023","22-24 RUE DE CHARTRES - 75018 PARIS","18107 - CHARTRES"
2,7018,1,18,0,1,"48.8512943346/2.3097476156","23 AVENUE DE SEGUR - 75007 PARIS","07018 - SEGUR ESTREES"
2,7022,1,69,0,1,"48.8616404996/2.30225034418","3 AVENUE BOSQUET - 75007 PARIS","07022 - PONT DE L'ALMA"
2,35012,1,25,0,1,"48.8894858402/2.41430751511","FACE AU 12 RUE CANDALE - 93500 PANTIN","35012 - CANDALE (PANTIN)"
2,15051,1,8,0,1,"48.8359810045/2.29346711913","1 PLACE HENRI ROLLET - 75015 PARIS","15051 - ROLLET"
2,20107,1,23,0,1,"48.8512852762/2.41273364163","26 RUE MARYSE HILSZ - 75020 PARIS","20107 - STADE MARYSE HILSZ"
2,8012,1,47,0,1,"48.8833180444/2.32620717539","10 BOULEVARD DES BATIGNOLLES SUR TPC - 75008 PARIS","08012 - CLICHY"
2,3012,1,24,0,1,"48.8674979894/2.35366081625","FACE 8 RUE SALOMON DE CAUS - 75003 PARIS","03012 - GAITE LYRIQUE"
2,10105,1,24,0,1,"48.8702780786/2.35128163669","2 RUE DE MAZAGRAN - 75010 PARIS","10105 - BONNE NOUVELLE PROP2"
2,9033,1,51,0,1,"48.8727950199/2.32831574262","FACE 45 RUE CAUMARTIN - 75009 PARIS","09033 - HAVRE CAUMARTIN"
2,13034,1,18,0,1,"48.8290266697/2.36106902409","54 AVENUE EDISON - 75013 PARIS","13034 - EDISON"
2,31004,1,46,0,1,"48.8555013129/2.42205573361","175/179 RUE DE PARIS - 93100 MONTREUIL","31004 - PARIS 2 (MONTREUIL)"
2,9106,1,8,0,1,"48.8721902514/2.329423494","3 RUE BOUDREAU - 75009 PARIS","09106 - AUBER"
2,16028,1,66,0,1,"48.8510048747/2.27246948292","12 RUE FRANCOIS MILLET - 75016 PARIS","16028 - MILLET - JEAN DE LA FONTAINE"
2,5010,1,15,0,1,"48.8437569813/2.33930672198","1 RUE HENRI BARBUSSE - 75005 PARIS","05010 - SAINT MICHEL HENRI BARBUSSE"
2,5019,1,25,0,1,"48.8496904114/2.3529701836","8-10 RUE DE POISSY - 75005 PARIS","05019 - POISSY"
2,16038,1,34,0,1,"48.8450971265/2.2657241479","RUE MOLITOR - 75016 PARIS","16038 - RUE MOLITOR"
2,9022,1,33,0,1,"48.8733462751/2.3379808677","19 RUE ROSSINI - 75009 PARIS","09022 - LAFITTE ROSSINI"
2,16130,1,33,0,1,"48.863757931/2.26750468357","AVENUE LOUIS BARTHOU / PLACE DE LA COLOMBIE - 75016 PARIS","16130 - BOIS DE BOULOGNE / PORTE DE LA MUETTE 2"
2,1001,1,16,0,1,"48.8570916352/2.34174799516","41 QUAI DE L'HORLOGE - 75001 PARIS","01001 - ILE DE LA CITE PONT NEUF"
2,18044,1,32,0,1,"48.884127108/2.32880709819","132 BOULEVARD DE CLICHY - 75018 PARIS","18044 - CLICHY"
2,16033,1,31,0,1,"48.8484276137/2.26525382116","85 RUE JEAN DE LA FONTAINE - 75016 PARIS","16033 - MICHEL ANGE AUTEUIL"
2,14031,1,22,1,1,"48.8337/2.3215","13 RUE DIDOT - 75014 PARIS","14031 - DIDOT CHATEAU"
2,34010,1,50,0,1,"48.9115704593/2.33391012713","FACE 61-63 RUE DIDEROT- 93400 SAINT OUEN","34010 - DIDEROT 2 (SAINT OUEN)"
2,22006,1,25,0,1,"48.8830266592/2.26009698393","33 RUE PIERRET - 92200 NEUILLY SUR SEINE","22006 - PIERRET (NEUILLY)"
2,19014,1,18,0,1,"48.8863350826/2.38246120056","28 RUE DE LORRAINE - 75019 PARIS","19014 - LORRAINE"
2,20043,1,27,0,1,"48.8516026652/2.39840304704","48 BOULEVARD DE CHARONNE - 75011 PARIS","20043 - CHARONNE AVRON"
2,20036,1,19,1,1,"48.8706826338/2.39895960233","164 RUE DE MENILMONTANT - 75020 PARIS","20036 - MENILMONTANT - PELLEPORT"
2,18114,1,21,1,1,"48.8852579713/2.33461773564","35 RUE VERON - 75018 PARIS","18114 - LEPIC VERON"
2,18006,1,33,1,1,"48.8846916064/2.34413928595","PLACE SAINT PIERRE - 75018 PARIS","18006 - MARCHE ST-PIERRE"
2,4015,1,45,0,1,"48.8559658562/2.35638115487","25 RUE DU PONT LOUIS PHILIPPE - 75004 PARIS","04015 - MAIRIE DU 4 EME"
2,35009,1,22,0,1,"48.8921394093/2.4091077377","104 AVENUE LOLIVE - 93500 PANTIN","35009 - LOLIVE 1 (PANTIN)"
2,17012,1,23,0,1,"48.8841012932/2.32220602535","FACE 16 RUE DES BATIGNOLLES - 75017 PARIS","17012 - MAIRIE DU 17EME"
2,10004,1,72,0,1,"48.870893426/2.35352156501","7 RUE DE METZ - 75010 PARIS","10004 - METZ"
2,21003,1,23,0,1,"48.8456381388/2.23701147134","2 BOULEVARD JEAN JAURES -  92100 BOULOGNE-BILLANCOURT","21003 - JAURES 1 (BOULOGNE-BILLANCOURT)"
